,Course,College,Year Level,School Year,No.,Appno,SCHOOL,Cntr,Date,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,Word,SY
1825,BS CE,COE,1,2018-2019,9307.0,1819-02048,PILAR COLLEGE,ZAM,2/25/2018,93.41,48.4,80.93,79.96,53.29,86.26,Eighty Six Point Twenty Six,2018-2019
1826,BS CE,COE,1,2018-2019,9318.0,1819-01231,REGIONAL SCIENCE HIGH SCHOOL,ZAM,2/18/2018,83.47,87.4,99.43,97.62,98.34,96.54,Ninety Six Point Fifty Four,2018-2019
1827,BS CE,COE,1,2018-2019,9442.0,1819-02541,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,90.77,90.94,98.86,97.95,83.75,96.72,Ninety Six Point Seventy Two,2018-2019
1828,BS CE,COE,1,2018-2019,9459.0,1819-06943,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,ZAM,3/11/2018,80.58,87.4,59.25,96.87,87.72,88.7,Eighty Eight Point Seventy,2018-2019
1829,BS CE,COE,1,2018-2019,9534.0,1819-06013,CLARET COLLEGE OF ISABELA,ZAM,3/11/2018,94.11,82.26,91.97,79.96,91.68,93.85,Ninety Three Point Eighty Five,2018-2019
1830,BS CE,COE,1,2018-2019,9555.0,1819-05593,LUPON VOCATIONAL HIGH SCHOOL,ZAM,3/4/2018,97.39,99.77,94.84,98.63,95.65,99.1,Ninety Nine Point Ten,2018-2019
1831,BS CE,COE,1,2018-2019,9589.0,1819-01597,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,2/18/2018,96.08,82.26,93.41,96.87,83.75,96.35,Ninety Six Point Thirty Five,2018-2019
1832,BS CE,COE,1,2018-2019,9725.0,1819-03116,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,97.39,96.76,99.14,97.95,91.68,99.04,Ninety Nine Point Four,2018-2019
1833,BS CE,COE,1,2018-2019,9821.0,1819-00875,BUNGUIAO NATIONAL HIGH SCHOOL,ZAM,2/18/2018,87.6,87.4,89.19,98.63,95.65,95.42,Ninety Five Point Forty Two,2018-2019
1834,BS CE,COE,1,2018-2019,9868.0,1819-03108,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,96.08,87.4,94.84,93.38,97.87,96.9,Ninety Six Point Ninety,2018-2019
1835,BS CE,COE,1,2018-2019,9925.0,1819-02716,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,96.52,82.26,96.28,97.62,91.68,97.46,Ninety Seven Point Forty Six,2018-2019
1836,BS CE,COE,1,2018-2019,10148.0,1819-02318,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,2/25/2018,97.83,94.82,97.72,99.61,95.65,99.36,Ninety Nine Point Thirty Six,2018-2019
1837,BS CE,COE,1,2018-2019,10292.0,1819-04151,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,ZAM,3/4/2018,52.9,66.85,72.66,93.38,97.87,78.81,Seventy Eight Point Eighty One,2018-2019
1838,BS CE,COE,1,2018-2019,10426.0,1819-02966,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,92.71,90.94,91.97,93.38,97.87,95.73,Ninety Five Point Seventy Three,2018-2019
1839,BS CE,COE,1,2018-2019,10694.0,1819-01668,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,2/18/2018,99.32,92.88,94.84,92.22,98.34,98.69,Ninety Eight Point Sixty Nine,2018-2019
1840,BS CE,COE,1,2018-2019,11039.0,1819-01934,NOTRE DAME OF JOLO COLLEGE,ZAM,2/18/2018,83.47,77.12,85.06,79.96,83.75,86.95,Eighty Six Point Ninety Five,2018-2019
1841,BS CE,COE,1,2018-2019,11291.0,1819-02557,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,96.95,92.88,93.41,92.22,91.68,96.9,Ninety Six Point Ninety,2018-2019
1842,BS CE,COE,1,2018-2019,11464.0,1819-02961,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,2/25/2018,98.17,99.7,93.41,97.62,98.34,99.04,Ninety Nine Point Four,2018-2019
1843,BS CE,COE,1,2018-2019,11468.0,1819-02545,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,90.77,92.88,93.41,94.54,43.49,93.22,Ninety Three Point Twenty Two,2018-2019
1844,BS CE,COE,1,2018-2019,11476.0,1819-03427,CLARET HIGH SCHOOL,ZAM,2/25/2018,96.95,90.94,89.19,94.54,72.9,95.98,Ninety Five Point Ninety Eight,2018-2019
1845,BS CE,COE,1,2018-2019,11686.0,1819-03414,CLARET HIGH SCHOOL,ZAM,2/25/2018,94.11,90.94,91.97,96.87,91.68,96.35,Ninety Six Point Thirty Five,2018-2019
1846,BS CE,COE,1,2018-2019,11696.0,1819-05221,MARCELO SPINOLA SCHOOL,ZAM,3/4/2018,89.71,90.94,72.66,79.96,63.1,88.22,Eighty Eight Point Twenty Two,2018-2019
1847,BS CE,COE,1,2018-2019,11789.0,1819-01452,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,2/18/2018,98.65,90.94,93.41,99.75,87.72,99.17,Ninety Nine Point Seventeen,2018-2019
1848,BS CE,COE,1,2018-2019,12247.0,1819-02955,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,96.52,94.82,72.66,92.22,97.87,96.17,Ninety Six Point Seventeen,2018-2019
1849,BS CE,COE,1,2019-2020,12247.0,1819-02955,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,96.52,94.82,72.66,92.22,97.87,96.17,Ninety Six Point Seventeen,2018-2019
1850,BS CE,COE,1,2018-2019,12551.0,1819-03053,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,94.11,87.4,72.66,98.29,91.68,95.73,Ninety Five Point Seventy Three,2018-2019
1851,BS CE,COE,1,2018-2019,12642.0,1819-03804,PILAR COLLEGE,ZAM,2/25/2018,95.51,96.76,96.28,99.47,79.78,98.43,Ninety Eight Point Forty Three,2018-2019
1852,BS CE,COE,1,2018-2019,12672.0,1819-04460,AMA COMPUTER COLLEGE,ZAM,3/4/2018,89.71,54.75,59.25,97.95,91.68,90.6,Ninety Point Sixty,2018-2019
1853,BS CE,COE,1,2018-2019,12828.0,1819-03413,CLARET HIGH SCHOOL,ZAM,2/25/2018,93.41,90.94,99.43,99.75,95.65,99.04,Ninety Nine Point Four,2018-2019
1854,BS CE,COE,1,2018-2019,12957.0,1819-07127,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,ZAM,3/11/2018,95.51,96.76,94.84,97.95,97.87,98.18,Ninety Eight Point Eighteen,2018-2019
1855,BS CE,COE,1,2018-2019,13108.0,1819-02941,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,83.47,35.7,44.12,53.82,95.65,75.16,Seventy Five Point Sixteen,2018-2019
1856,BS COE,COE,1,2018-2019,165.0,1819-03912,RECODO NATIONAL HIGH SCHOOL,ZAM,2/25/2018,61.05,82.26,76.79,53.82,79.78,73.34,Seventy Three Point Thirty Four,2018-2019
1857,BS COE,COE,1,2018-2019,849.0,1819-06949,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,ZAM,3/11/2018,88.66,77.12,91.97,94.54,63.1,91.08,Ninety One Point Eight,2018-2019
1858,BS COE,COE,1,2018-2019,949.0,1819-03052,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,83.47,77.12,59.25,63.45,72.9,79.72,Seventy Nine Point Seventy Two,2018-2019
1859,BS COE,COE,1,2018-2019,1178.0,1819-01779,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,2/18/2018,68.5,92.88,72.66,96.87,91.68,88.22,Eighty Eight Point Twenty Two,2018-2019
1860,BS COE,COE,1,2018-2019,1289.0,1819-06765,BASILAN NATIONAL HIGH SCHOOL,ZAM,3/11/2018,86.35,54.75,72.66,53.82,72.9,78.81,Seventy Eight Point Eighty One,2018-2019
1861,BS COE,COE,1,2018-2019,1293.0,1819-04546,AMA COMPUTER COLLEGE,ZAM,3/4/2018,70.75,77.12,93.41,53.82,72.9,79.72,Seventy Nine Point Seventy Two,2018-2019
1862,BS COE,COE,1,2018-2019,1718.0,1819-06576,WESTERN MINDANAO STATE UNIVERSITY,ZAM,3/11/2018,84.91,92.88,91.97,70.61,53.29,87.64,Eighty Seven Point Sixty Four,2018-2019
1863,BS COE,COE,1,2018-2019,1818.0,1819-06575,WESTERN MINDANAO STATE UNIVERSITY,ZAM,3/11/2018,83.47,71.99,85.06,84.63,53.29,84.19,Eighty Four Point Nineteen,2018-2019
1864,BS COE,COE,1,2018-2019,2010.0,1819-02314,GREAT PLEBEAIN COLLEGE,ZAM,2/25/2018,52.9,66.85,85.06,70.61,72.9,70.3,Seventy Point Thirty,2018-2019
1865,BS COE,COE,1,2019-2020,2010.0,1819-02314,GREAT PLEBEAIN COLLEGE,ZAM,2/25/2018,52.9,66.85,85.06,70.61,72.9,70.3,Seventy Point Thirty,2018-2019
1866,BS COE,COE,1,2018-2019,2059.0,1819-06696,BASILAN NATIONAL HIGH SCHOOL,ZAM,3/11/2018,87.6,77.12,51.68,24.91,43.49,75.16,Seventy Five Point Sixteen,2018-2019
1867,BS PHYSICS,CSM,1,2019-2020,2059.0,1819-06696,BASILAN NATIONAL HIGH SCHOOL,ZAM,3/11/2018,87.6,77.12,51.68,24.91,43.49,75.16,Seventy Five Point Sixteen,2018-2019
1868,BS COE,COE,1,2018-2019,2384.0,1819-04211,NOTRE DAME OF JOLO COLLEGE,ZAM,3/4/2018,76.83,94.82,51.68,75.28,91.68,84.19,Eighty Four Point Nineteen,2018-2019
1869,BS COE,COE,1,2018-2019,2599.0,1819-03114,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,91.83,87.4,91.97,93.38,33.69,91.56,Ninety One Point Fifty Six,2018-2019
1870,BS COE,COE,1,2018-2019,3706.0,1819-03065,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,96.95,61.11,99.14,97.95,98.81,98.31,Ninety Eight Point Thirty One,2018-2019
1871,BS COE,COE,1,2018-2019,3936.0,1819-01157,FILIPINO-TURKISH TOLERANCE HIGH SCHOOL,ZAM,2/18/2018,92.71,98.7,94.84,98.29,83.75,97.27,Ninety Seven Point Twenty Seven,2018-2019
1872,BS COE,COE,1,2018-2019,4634.0,1819-04036,KABASALAN SCIENCE & TECHNOLOGY HIGH SCHOOL,ZAM,3/4/2018,83.47,54.75,80.93,75.28,72.9,81.43,Eighty One Point Forty Three,2018-2019
1873,BS COE,COE,1,2018-2019,5141.0,1819-06609,WESTERN MINDANAO STATE UNIVERSITY,ZAM,3/11/2018,83.47,77.12,96.28,89.31,83.75,90.6,Ninety Point Sixty,2018-2019
1874,BS COE,COE,1,2018-2019,5242.0,1819-01293,AYALA NATIONAL HIGH SCHOOL,ZAM,2/18/2018,63.53,54.75,51.68,63.45,63.1,63.6,Sixty Three Point Sixty,2018-2019
1875,BS COE,COE,1,2018-2019,5424.0,1819-05373,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,72.78,42.05,59.25,44.18,87.72,69.19,Sixty Nine Point Nineteen,2018-2019
1876,BS COE,COE,1,2018-2019,5599.0,1819-02554,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,95.51,77.12,93.41,89.31,72.9,93.85,Ninety Three Point Eighty Five,2018-2019
1877,BS COE,COE,1,2018-2019,5848.0,1819-07656,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/11/2018,61.05,71.99,72.66,92.22,79.78,76.98,Seventy Six Point Ninety Eight,2018-2019
1878,BS COE,COE,1,2018-2019,6087.0,1819-06861,SOUTHERN CITY COLLEGES,ZAM,3/11/2018,82.02,90.94,89.19,95.71,79.78,91.08,Ninety One Point Eight,2018-2019
1879,BS COE,COE,1,2018-2019,6172.0,1819-02638,GREAT PLEBEAIN COLLEGE,ZAM,2/25/2018,83.47,87.4,89.19,53.82,63.1,84.19,Eighty Four Point Nineteen,2018-2019
1880,BS COE,COE,1,2018-2019,6900.0,1819-02805,CALDWELL ADVENTIST ACADEMY,ZAM,2/25/2018,94.11,96.76,91.97,92.22,95.65,96.35,Ninety Six Point Thirty Five,2018-2019
1881,BS COE,COE,1,2018-2019,8520.0,1819-05036,SIOCON NATIONAL HIGH SCHOOL,ZAM,3/4/2018,94.81,87.4,98.58,99.75,97.87,98.94,Ninety Eight Point Ninety Four,2018-2019
1882,BS COE,COE,1,2018-2019,8861.0,1819-03046,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,63.53,77.12,66.81,75.28,53.29,71.42,Seventy One Point Forty Two,2018-2019
1883,BS COE,COE,1,2018-2019,9559.0,1819-05784,KABASALAN SCIENCE & TECHNOLOGY HIGH SCHOOL,ZAM,3/4/2018,92.71,90.94,72.66,75.28,53.29,88.7,Eighty Eight Point Seventy,2018-2019
1884,BS COE,COE,1,2018-2019,9654.0,1819-05578,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,91.83,94.82,94.84,92.22,91.68,95.73,Ninety Five Point Seventy Three,2018-2019
1885,BS COE,COE,1,2018-2019,11623.0,1819-02111,PILAR COLLEGE,ZAM,2/25/2018,99.42,94.82,99.98,99.85,99.28,99.92,Ninety Nine Point Ninety Two,2018-2019
1886,BS COE,COE,1,2018-2019,11662.0,1819-03869,PILAR COLLEGE,ZAM,2/25/2018,88.66,71.99,85.06,97.95,83.75,92.9,Ninety Two Point Ninety,2018-2019
1887,BS COE,COE,1,2018-2019,12163.0,1819-03431,CLARET HIGH SCHOOL,ZAM,2/25/2018,66.01,61.11,80.93,98.29,72.9,83.5,Eighty Three Point Fifty,2018-2019
1888,BS ECE,COE,1,2018-2019,441.0,1819-02374,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,94.81,71.99,91.97,79.96,95.65,93.85,Ninety Three Point Eighty Five,2018-2019
1889,BS ECE,COE,1,2018-2019,1430.0,1819-02551,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,72.78,42.05,72.66,89.31,91.68,78.81,Seventy Eight Point Eighty One,2018-2019
1890,BS ECE,COE,1,2018-2019,2390.0,1819-07272,NONE,ZAM,3/11/2018,68.5,94.82,91.97,92.22,43.49,84.88,Eighty Four Point Eighty Eight,2018-2019
1891,BS ECE,COE,1,2019-2020,2390.0,1819-07272,NONE,ZAM,3/11/2018,68.5,94.82,91.97,92.22,43.49,84.88,Eighty Four Point Eighty Eight,2018-2019
1892,BS ECE,COE,1,2018-2019,3688.0,1819-02257,PILAR COLLEGE,ZAM,2/25/2018,92.71,71.99,94.84,93.38,79.78,93.53,Ninety Three Point Fifty Three,2018-2019
1893,BS ECE,COE,1,2018-2019,4075.0,1819-00528,"SIBUGAY TECHNICAL INSTITUTE, INC.",ZAM,2/18/2018,66.01,66.85,51.68,34.54,83.75,66.95,Sixty Six Point Ninety Five,2018-2019
1894,BS ECE,COE,1,2018-2019,4596.0,1819-03064,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,82.02,90.94,72.66,84.63,95.65,88.7,Eighty Eight Point Seventy,2018-2019
1895,BS ECE,COE,1,2018-2019,4631.0,1819-03193,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,97.83,87.4,91.97,99.34,95.65,98.56,Ninety Eight Point Fifty Six,2018-2019
1896,BS ECE,COE,1,2018-2019,5083.0,1819-02948,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,90.77,82.26,96.28,70.61,97.87,93.53,Ninety Three Point Fifty Three,2018-2019
1897,BS ECE,COE,1,2018-2019,6058.0,1819-05566,TAMPILISAN NATIONAL HIGH SCHOOL,ZAM,3/4/2018,94.11,92.88,96.28,99.88,83.75,98.69,Ninety Eight Point Sixty Nine,2018-2019
1898,BS ECE,COE,1,2018-2019,6596.0,1819-02970,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,72.78,48.4,44.12,24.91,83.75,64.72,Sixty Four Point Seventy Two,2018-2019
1899,BS ECE,COE,1,2018-2019,6746.0,1819-02366,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,91.83,61.11,72.66,96.87,72.9,90.13,Ninety Point Thirteen,2018-2019
1900,BS ECE,COE,1,2018-2019,7623.0,1819-05042,TITAY NATIONAL HIGH SCHOOL,ZAM,3/4/2018,78.85,87.4,93.41,94.54,79.78,90.13,Ninety Point Thirteen,2018-2019
1901,BS ECE,COE,1,2018-2019,7694.0,1819-02023,PILAR COLLEGE,ZAM,2/25/2018,76.83,87.4,80.93,70.61,63.1,81.43,Eighty One Point Forty Three,2018-2019
1902,BS ECE,COE,1,2018-2019,7950.0,1819-03054,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,68.5,71.99,91.97,79.96,87.72,82.81,Eighty Two Point Eighty One,2018-2019
1903,BS ECE,COE,1,2018-2019,9039.0,1819-02973,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,86.35,87.4,59.25,44.18,91.68,84.19,Eighty Four Point Nineteen,2018-2019
1904,BS ECE,COE,1,2018-2019,9180.0,1819-02965,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,92.71,66.85,93.41,97.62,87.72,94.79,Ninety Four Point Seventy Nine,2018-2019
1905,BS ECE,COE,1,2018-2019,9764.0,1819-02556,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,94.81,90.94,97.72,97.62,98.81,98.05,Ninety Eight Point Five,2018-2019
1906,BS ECE,COE,1,2018-2019,10047.0,1819-07364,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,ZAM,3/11/2018,68.5,90.94,29.96,70.61,79.78,73.34,Seventy Three Point Thirty Four,2018-2019
1907,BS ECE,COE,1,2018-2019,10926.0,1819-02872,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,89.71,87.4,85.06,84.63,79.78,90.6,Ninety Point Sixty,2018-2019
1908,BS ECE,COE,1,2018-2019,10938.0,1819-05426,NOTRE DAME OF BONGAO,ZAM,3/4/2018,93.41,71.99,44.12,63.45,91.68,86.95,Eighty Six Point Ninety Five,2018-2019
1909,BS ECE,COE,1,2018-2019,10975.0,1819-02964,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,90.77,94.82,72.66,93.38,72.9,92.03,Ninety Two Point Three,2018-2019
1910,BS ECE,COE,1,2018-2019,12988.0,1819-02587,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,95.51,77.12,94.84,34.54,83.75,92.03,Ninety Two Point Three,2018-2019
1911,BS ECE,COE,1,2018-2019,13054.0,1819-02543,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,89.71,94.82,89.19,98.63,87.72,96.17,Ninety Six Point Seventeen,2018-2019
1912,BS EE,COE,1,2018-2019,979.0,1819-03545,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,ZAM,2/25/2018,70.75,54.75,80.93,53.82,53.29,70.3,Seventy Point Thirty,2018-2019
1913,BS EE,COE,1,2018-2019,1510.0,1819-02783,CALDWELL ADVENTIST ACADEMY,ZAM,2/25/2018,58.56,66.85,85.06,24.91,20.6,60.09,Sixty Point Nine,2018-2019
1914,BS EE,COE,1,2018-2019,1537.0,1819-03179,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,98.65,87.4,96.28,84.63,91.68,97.46,Ninety Seven Point Forty Six,2018-2019
1915,BSIT,CCS,1,2019-2020,1537.0,1819-03179,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,98.65,87.4,96.28,84.63,91.68,97.46,Ninety Seven Point Forty Six,2018-2019
1916,BS EE,COE,1,2018-2019,1689.0,1819-04271,BASILAN NATIONAL HIGH SCHOOL,ZAM,3/4/2018,87.6,92.88,51.68,53.82,79.78,84.19,Eighty Four Point Nineteen,2018-2019
1917,BS EE,COE,1,2018-2019,1720.0,1819-00893,BUNGUIAO NATIONAL HIGH SCHOOL,ZAM,2/18/2018,31.88,66.85,93.41,53.82,83.75,65.83,Sixty Five Point Eighty Three,2018-2019
1918,BS EE,COE,1,2018-2019,1753.0,1819-06027,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,ZAM,3/11/2018,68.5,98.7,66.81,53.82,83.75,80.63,Eighty Point Sixty Three,2018-2019
1919,BS EE,COE,1,2018-2019,2180.0,1819-00611,REGIONAL SCIENCE HIGH SCHOOL,ZAM,2/18/2018,98.9,96.76,99.87,99.98,95.65,99.89,Ninety Nine Point Eighty Nine,2018-2019
1920,BS EE,COE,1,2018-2019,2225.0,1819-02164,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,ZAM,2/25/2018,89.71,77.12,91.97,53.82,72.9,87.64,Eighty Seven Point Sixty Four,2018-2019
1921,BS EE,COE,1,2018-2019,2248.0,1819-05558,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,96.08,90.94,80.93,97.62,63.1,95.42,Ninety Five Point Forty Two,2018-2019
1922,BS EE,COE,1,2018-2019,2447.0,1819-10404,KABASALAN SCIENCE & TECHNOLOGY HIGH SCHOOL,IPI,3/25/2018,78.85,48.4,85.06,53.82,63.1,75.16,Seventy Five Point Sixteen,2018-2019
1923,BS EE,COE,1,2018-2019,3393.0,1819-04146,NONE,ZAM,3/4/2018,55.84,92.88,76.79,44.18,20.6,65.83,Sixty Five Point Eighty Three,2018-2019
1924,BS EE,COE,1,2018-2019,3727.0,1819-05293,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,ZAM,3/4/2018,84.91,87.4,96.28,92.22,87.72,92.9,Ninety Two Point Ninety,2018-2019
1925,BS EE,COE,1,2018-2019,3767.0,1819-03056,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,61.05,77.12,91.97,98.29,72.9,86.26,Eighty Six Point Twenty Six,2018-2019
1926,BS EE,COE,1,2018-2019,3979.0,1819-03063,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,92.71,92.88,96.28,93.38,87.72,95.98,Ninety Five Point Ninety Eight,2018-2019
1927,BS EE,COE,1,2018-2019,4187.0,1819-07598,GUTALAC NATIONAL HIGH SCHOOL,ZAM,3/11/2018,88.66,42.05,29.96,18.16,43.49,65.83,Sixty Five Point Eighty Three,2018-2019
1928,BS EE,COE,1,2018-2019,4345.0,1819-00889,BUNGUIAO NATIONAL HIGH SCHOOL,ZAM,2/18/2018,66.01,42.05,51.68,24.91,97.87,65.83,Sixty Five Point Eighty Three,2018-2019
1929,BS EE,COE,1,2018-2019,4498.0,1819-06408,SAINT COLUMBAN COLLEGE,ZAM,3/11/2018,74.8,71.99,76.79,93.38,79.78,83.5,Eighty Three Point Fifty,2018-2019
1930,BS EE,COE,1,2018-2019,4566.0,1819-07844,CURUAN NATIONAL HIGH SCHOOL,RUA,3/10/2018,58.56,77.12,76.79,53.82,83.75,72.43,Seventy Two Point Forty Three,2018-2019
1931,BS EE,COE,1,2018-2019,4706.0,1819-04380,AMA COMPUTER COLLEGE,ZAM,3/4/2018,44.05,61.11,80.93,79.96,72.9,66.95,Sixty Six Point Ninety Five,2018-2019
1932,BS EE,COE,1,2018-2019,4722.0,1819-00612,REGIONAL SCIENCE HIGH SCHOOL,ZAM,2/18/2018,97.39,77.12,98.58,99.61,87.72,98.81,Ninety Eight Point Eighty One,2018-2019
1933,BS EE,COE,1,2018-2019,4790.0,1819-04704,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,ZAM,3/4/2018,96.95,90.94,76.79,98.29,97.87,97.46,Ninety Seven Point Forty Six,2018-2019
1934,BS EE,COE,1,2018-2019,5132.0,1819-03977,ZAMBOANGA CHONG HUA HIGH SCHOOL,ZAM,2/25/2018,98.17,94.82,98.58,99.34,87.72,99.23,Ninety Nine Point Twenty Three,2018-2019
1935,BS EE,COE,1,2018-2019,5258.0,1819-08652,PAGADIAN-ESU,PAG,3/17/2018,84.91,77.12,85.06,89.31,72.9,87.64,Eighty Seven Point Sixty Four,2018-2019
1936,BS EE,COE,1,2018-2019,5393.0,1819-07499,CLARET COLLEGE OF ISABELA,ZAM,3/11/2018,61.05,30.03,44.12,53.82,95.65,62.48,Sixty Two Point Forty Eight,2018-2019
1937,BS EE,COE,1,2018-2019,5833.0,1819-04252,KABASALAN SCIENCE & TECHNOLOGY HIGH SCHOOL,ZAM,3/4/2018,47.0,71.99,89.19,75.28,91.68,75.16,Seventy Five Point Sixteen,2018-2019
1938,BS EE,COE,1,2018-2019,6054.0,1819-02558,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,90.77,87.4,97.72,99.85,83.75,97.92,Ninety Seven Point Ninety Two,2018-2019
1939,BS EE,COE,1,2018-2019,6170.0,1819-00601,FILIPINO-TURKISH TOLERANCE HIGH SCHOOL,ZAM,2/18/2018,92.71,82.26,94.84,98.63,91.68,96.72,Ninety Six Point Seventy Two,2018-2019
1940,BS EE,COE,1,2018-2019,6223.0,1819-03109,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,88.66,82.26,93.41,84.63,97.87,93.22,Ninety Three Point Twenty Two,2018-2019
1941,BS EE,COE,1,2018-2019,6816.0,1819-01461,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,2/18/2018,90.77,61.11,59.25,44.18,98.34,85.57,Eighty Five Point Fifty Seven,2018-2019
1942,BS EE,COE,1,2018-2019,6922.0,1819-05009,NONE,ZAM,3/4/2018,76.83,94.82,96.28,18.16,79.78,84.88,Eighty Four Point Eighty Eight,2018-2019
1943,BS EE,COE,1,2018-2019,7157.0,1819-03050,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,80.58,48.4,51.68,75.28,63.1,73.34,Seventy Three Point Thirty Four,2018-2019
1944,BS EE,COE,1,2018-2019,7544.0,1819-03150,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,ZAM,2/25/2018,78.85,82.26,76.79,95.71,83.75,88.22,Eighty Eight Point Twenty Two,2018-2019
1945,BS EE,COE,1,2018-2019,8538.0,1819-03948,ZAMBOANGA CHONG HUA HIGH SCHOOL,ZAM,2/25/2018,89.71,92.88,96.28,94.54,98.34,96.35,Ninety Six Point Thirty Five,2018-2019
1946,BS EE,COE,1,2018-2019,8701.0,1819-06555,AVE MARIA ACADEMY,ZAM,3/11/2018,89.71,77.12,93.41,89.31,53.29,90.13,Ninety Point Thirteen,2018-2019
1947,BS EE,COE,1,2018-2019,8783.0,1819-04857,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,ZAM,3/4/2018,90.77,71.99,91.97,84.63,63.1,89.65,Eighty Nine Point Sixty Five,2018-2019
1948,BS EE,COE,1,2018-2019,9433.0,1819-00586,TALISAYAN NATIONAL HIGH SCHOOL,ZAM,2/18/2018,90.77,90.94,29.96,63.45,26.06,79.72,Seventy Nine Point Seventy Two,2018-2019
1949,BS EE,COE,1,2018-2019,9610.0,1819-05352,MARCELO SPINOLA SCHOOL,ZAM,3/4/2018,70.75,77.12,85.06,93.38,72.9,83.5,Eighty Three Point Fifty,2018-2019
1950,BS EE,COE,1,2018-2019,9632.0,1819-08247,IMELDA NATIONAL HIGH SCHOOL,IME,3/18/2018,76.83,54.75,76.79,89.31,91.68,82.81,Eighty Two Point Eighty One,2018-2019
1951,BS EE,COE,1,2018-2019,9680.0,1819-08248,IMELDA NATIONAL HIGH SCHOOL,IME,3/18/2018,78.85,82.26,80.93,84.63,87.72,86.26,Eighty Six Point Twenty Six,2018-2019
